 satisfaccion , evaluacion ,numero_proyecto, horas_mensuales , antiguedad_empresa ,accidentes,promocionado,departamento,nivel_salario,abandono
 0.37 , 0.46 ,2, 153.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.94 ,6, 276.00 , 4.00 ,0,0,ventas,bajo,Si
 0.40 , 0.46 ,2, 130.00 , 3.00 ,0,0,ventas,bajo,Si
 0.41 , 0.54 ,2, 153.00 , 3.00 ,1,0,ventas,bajo,Si
 0.82 , 0.84 ,5, 244.00 , 5.00 ,0,0,ventas,bajo,Si
 0.61 , 0.47 ,2, 253.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.91 ,7, 287.00 , 4.00 ,0,0,ventas,bajo,Si
 0.37 , 0.45 ,2, 131.00 , 3.00 ,0,0,ventas,bajo,Si
 0.41 , 0.52 ,2, 135.00 , 3.00 ,0,0,ventas,bajo,Si
 0.37 , 0.52 ,2, 157.00 , 3.00 ,0,0,ventas,bajo,Si
 0.88 , 0.99 ,5, 262.00 , 6.00 ,0,0,ventas,bajo,Si
 0.10 , 0.85 ,6, 266.00 , 4.00 ,0,0,ventas,bajo,Si
 0.44 , 0.48 ,2, 148.00 , 3.00 ,0,0,ventas,bajo,Si
 0.38 , 0.57 ,2, 140.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.85 ,7, 302.00 , 4.00 ,0,0,ventas,bajo,Si
 0.09 , 0.98 ,6, 271.00 , 4.00 ,0,0,ventas,bajo,Si
 0.45 , 0.52 ,2, 145.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.10 , 0.81 ,6, 290.00 , 4.00 ,0,0,contabilidad,intermedio,Si
 0.45 , 0.47 ,2, 151.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.77 , 0.87 ,5, 266.00 , 5.00 ,0,0,contabilidad,intermedio,Si
 0.44 , 0.51 ,2, 140.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.39 , 0.50 ,2, 142.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.10 , 0.91 ,6, 246.00 , 4.00 ,0,0,recursos_humanos,intermedio,Si
 0.09 , 0.89 ,7, 308.00 , 5.00 ,0,0,recursos_humanos,intermedio,Si
 0.37 , 0.47 ,2, 141.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.90 , 1.00 ,5, 232.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.41 , 0.56 ,2, 143.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.37 , 0.52 ,2, 155.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.10 , 0.86 ,6, 278.00 , 4.00 ,0,0,tecnico,alto,Si
 0.81 , 1.00 ,4, 253.00 , 5.00 ,0,0,tecnico,bajo,Si
 0.11 , 0.80 ,6, 282.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.11 , 0.84 ,7, 264.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.40 , 0.46 ,2, 149.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.09 , 0.80 ,6, 304.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.48 , 0.93 ,3, 219.00 , 6.00 ,0,0,tecnico,bajo,Si
 0.91 , 0.91 ,4, 262.00 , 6.00 ,0,0,soporte,bajo,Si
 0.43 , 0.57 ,2, 135.00 , 3.00 ,0,0,soporte,bajo,Si
 0.33 , 0.88 ,6, 219.00 , 5.00 ,0,0,soporte,bajo,Si
 0.41 , 0.57 ,2, 136.00 , 3.00 ,0,0,soporte,bajo,Si
 0.41 , 0.55 ,2, 154.00 , 3.00 ,0,0,soporte,bajo,Si
 0.37 , 0.54 ,2, 149.00 , 3.00 ,0,0,soporte,bajo,Si
 0.31 , 0.62 ,6, 135.00 , 5.00 ,0,0,soporte,bajo,Si
 0.09 , 0.91 ,6, 275.00 , 4.00 ,0,0,soporte,bajo,Si
 0.10 , 0.87 ,6, 290.00 , 4.00 ,0,0,soporte,bajo,Si
 0.76 , 0.90 ,4, 263.00 , 5.00 ,0,0,soporte,bajo,Si
 0.41 , 0.54 ,2, 145.00 , 3.00 ,0,0,soporte,bajo,Si
 0.72 , 0.96 ,5, 267.00 , 5.00 ,0,0,tecnico,bajo,Si
 0.40 , 0.50 ,2, 141.00 , 3.00 ,1,0,tecnico,bajo,Si
 0.91 , 0.87 ,4, 235.00 , 5.00 ,0,0,tecnico,bajo,Si
 0.10 , 0.83 ,6, 258.00 , 4.00 ,0,0,gerencia,bajo,Si
 0.40 , 0.56 ,2, 131.00 , 3.00 ,0,0,IT,bajo,Si
 0.82 , 0.86 ,5, 243.00 , 5.00 ,0,0,IT,bajo,Si
 0.10 , 0.82 ,6, 266.00 , 4.00 ,0,0,IT,bajo,Si
 0.37 , 0.45 ,2, 142.00 , 3.00 ,0,0,IT,bajo,Si
 0.36 , 0.51 ,2, 135.00 , 3.00 ,0,0,IT,bajo,Si
 0.39 , 0.48 ,2, 141.00 , 3.00 ,0,0,producto,intermedio,Si
 0.36 , 0.57 ,2, 142.00 , 3.00 ,0,0,producto,intermedio,Si
 0.86 , 0.84 ,5, 254.00 , 5.00 ,0,0,producto,intermedio,Si
 0.73 , 0.99 ,5, 262.00 , 5.00 ,0,0,producto,intermedio,Si
 0.56 , 0.71 ,4, 296.00 , 2.00 ,0,0,IT,intermedio,Si
 0.44 , 0.56 ,2, 158.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.31 , 0.56 ,4, 238.00 , 2.00 ,0,0,contabilidad,intermedio,Si
 0.77 , 0.93 ,4, 231.00 , 5.00 ,0,0,recursos_humanos,intermedio,Si
 0.44 , 0.45 ,2, 156.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.38 , 0.46 ,2, 145.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.45 , 0.48 ,2, 144.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.38 , 0.51 ,2, 159.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.36 , 0.48 ,2, 156.00 , 3.00 ,0,0,contabilidad,alto,Si
 0.75 , 0.90 ,5, 256.00 , 5.00 ,0,0,soporte,bajo,Si
 0.10 , 0.93 ,6, 298.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.10 , 0.97 ,6, 247.00 , 4.00 ,0,0,gerencia,intermedio,Si
 0.45 , 0.50 ,2, 157.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.42 , 0.57 ,2, 154.00 , 3.00 ,1,0,marketing,intermedio,Si
 0.78 , 1.00 ,4, 253.00 , 5.00 ,0,0,marketing,bajo,Si
 0.45 , 0.55 ,2, 148.00 , 3.00 ,0,0,ventas,bajo,Si
 0.84 , 1.00 ,4, 261.00 , 5.00 ,0,0,ventas,bajo,Si
 0.11 , 0.93 ,6, 282.00 , 4.00 ,0,0,ventas,bajo,Si
 0.42 , 0.56 ,2, 133.00 , 3.00 ,0,0,ventas,bajo,Si
 0.45 , 0.46 ,2, 128.00 , 3.00 ,0,0,ventas,bajo,Si
 0.46 , 0.57 ,2, 139.00 , 3.00 ,0,0,ventas,bajo,Si
 0.09 , 0.79 ,6, 293.00 , 5.00 ,0,0,ventas,bajo,Si
 0.87 , 0.83 ,4, 265.00 , 6.00 ,0,0,ventas,bajo,Si
 0.10 , 0.87 ,6, 250.00 , 4.00 ,0,0,ventas,bajo,Si
 0.91 , 1.00 ,5, 251.00 , 6.00 ,0,0,ventas,bajo,Si
 0.76 , 0.92 ,4, 246.00 , 5.00 ,0,0,ventas,bajo,Si
 0.74 , 1.00 ,5, 275.00 , 5.00 ,0,0,ventas,bajo,Si
 0.92 , 0.93 ,5, 240.00 , 5.00 ,0,0,ventas,bajo,Si
 0.76 , 0.87 ,5, 245.00 , 5.00 ,0,0,ventas,bajo,Si
 0.47 , 0.50 ,4, 254.00 , 4.00 ,0,0,ventas,bajo,Si
 0.73 , 0.99 ,5, 241.00 , 5.00 ,0,0,ventas,bajo,Si
 0.09 , 0.94 ,6, 257.00 , 4.00 ,0,0,ventas,bajo,Si
 0.91 , 0.92 ,4, 246.00 , 5.00 ,0,0,ventas,bajo,Si
 0.82 , 0.98 ,4, 233.00 , 5.00 ,0,0,ventas,bajo,Si
 0.28 , 0.45 ,6, 218.00 , 4.00 ,0,0,contabilidad,bajo,Si
 0.84 , 0.99 ,4, 262.00 , 6.00 ,0,0,contabilidad,intermedio,Si
 0.45 , 0.53 ,2, 138.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.45 , 0.54 ,2, 142.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.91 , 0.97 ,5, 233.00 , 5.00 ,0,0,recursos_humanos,intermedio,Si
 0.42 , 0.48 ,2, 155.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.82 , 1.00 ,4, 229.00 , 6.00 ,0,0,recursos_humanos,intermedio,Si
 0.11 , 0.90 ,6, 264.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.42 , 0.53 ,3, 199.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.82 , 0.85 ,4, 223.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.09 , 0.96 ,6, 268.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.10 , 0.94 ,6, 287.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.86 , 1.00 ,5, 257.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.40 , 0.46 ,2, 143.00 , 3.00 ,0,0,tecnico,alto,Si
 0.45 , 0.46 ,2, 130.00 , 3.00 ,0,0,tecnico,bajo,Si
 0.42 , 0.51 ,2, 136.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.74 , 0.92 ,4, 261.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.55 , 0.60 ,3, 180.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.37 , 0.45 ,2, 126.00 , 3.00 ,0,0,soporte,intermedio,Si
 0.41 , 0.52 ,2, 127.00 , 3.00 ,1,0,soporte,bajo,Si
 0.89 , 0.65 ,5, 195.00 , 6.00 ,0,0,soporte,bajo,Si
 0.41 , 0.57 ,2, 160.00 , 3.00 ,0,0,soporte,bajo,Si
 0.44 , 0.51 ,2, 150.00 , 3.00 ,0,0,soporte,bajo,Si
 0.87 , 0.84 ,4, 264.00 , 6.00 ,0,0,soporte,bajo,Si
 0.10 , 0.84 ,6, 309.00 , 4.00 ,0,0,soporte,bajo,Si
 0.41 , 0.47 ,2, 135.00 , 3.00 ,0,0,soporte,bajo,Si
 0.11 , 0.85 ,6, 261.00 , 4.00 ,0,0,soporte,bajo,Si
 0.43 , 0.53 ,2, 160.00 , 3.00 ,0,0,soporte,bajo,Si
 0.77 , 0.90 ,4, 237.00 , 5.00 ,0,0,soporte,bajo,Si
 0.41 , 0.52 ,2, 136.00 , 3.00 ,0,0,tecnico,bajo,Si
 0.41 , 0.48 ,2, 139.00 , 3.00 ,0,0,tecnico,bajo,Si
 0.36 , 0.78 ,2, 151.00 , 4.00 ,0,0,tecnico,bajo,Si
 0.77 , 1.00 ,5, 229.00 , 5.00 ,0,0,gerencia,bajo,Si
 0.81 , 0.98 ,5, 245.00 , 5.00 ,0,0,IT,bajo,Si
 0.39 , 0.54 ,2, 127.00 , 3.00 ,0,0,IT,bajo,Si
 0.09 , 0.94 ,6, 283.00 , 5.00 ,0,0,IT,bajo,Si
 0.44 , 0.46 ,2, 143.00 , 3.00 ,0,0,IT,bajo,Si
 0.10 , 0.84 ,5, 298.00 , 4.00 ,0,0,IT,bajo,Si
 0.36 , 0.48 ,2, 159.00 , 3.00 ,0,0,producto,bajo,Si
 0.81 , 0.92 ,5, 239.00 , 5.00 ,0,0,producto,bajo,Si
 0.81 , 0.90 ,4, 226.00 , 5.00 ,0,0,producto,intermedio,Si
 0.85 , 0.98 ,5, 248.00 , 5.00 ,0,0,producto,intermedio,Si
 0.10 , 0.87 ,6, 286.00 , 4.00 ,0,0,IT,intermedio,Si
 0.37 , 0.54 ,2, 145.00 , 3.00 ,0,0,laboratorio,intermedio,Si
 0.09 , 0.97 ,7, 254.00 , 4.00 ,1,0,laboratorio,intermedio,Si
 0.44 , 0.53 ,2, 127.00 , 3.00 ,0,0,laboratorio,intermedio,Si
 0.86 , 0.93 ,5, 223.00 , 5.00 ,0,0,laboratorio,intermedio,Si
 0.77 , 1.00 ,4, 255.00 , 5.00 ,0,0,laboratorio,intermedio,Si
 0.41 , 0.48 ,2, 136.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.40 , 0.48 ,2, 137.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.43 , 0.49 ,2, 135.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.43 , 0.50 ,2, 137.00 , 3.00 ,0,0,soporte,intermedio,Si
 0.80 , 0.53 ,3, 255.00 , 5.00 ,0,0,tecnico,alto,Si
 0.80 , 0.85 ,4, 273.00 , 5.00 ,0,0,gerencia,bajo,Si
 0.82 , 0.98 ,5, 234.00 , 5.00 ,0,0,marketing,intermedio,Si
 0.37 , 0.54 ,2, 152.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.37 , 0.48 ,2, 134.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.09 , 0.95 ,6, 292.00 , 4.00 ,0,0,ventas,intermedio,Si
 0.90 , 0.92 ,5, 245.00 , 5.00 ,0,0,ventas,bajo,Si
 0.41 , 0.52 ,2, 159.00 , 3.00 ,0,0,ventas,bajo,Si
 0.10 , 0.85 ,6, 260.00 , 4.00 ,0,0,ventas,bajo,Si
 0.44 , 0.53 ,2, 149.00 , 3.00 ,0,0,ventas,bajo,Si
 0.89 , 0.85 ,5, 266.00 , 5.00 ,0,0,ventas,bajo,Si
 0.42 , 0.56 ,2, 149.00 , 3.00 ,0,0,ventas,bajo,Si
 0.87 , 1.00 ,5, 242.00 , 5.00 ,0,0,ventas,bajo,Si
 0.45 , 0.57 ,2, 134.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.87 ,5, 271.00 , 4.00 ,0,0,ventas,bajo,Si
 0.09 , 0.79 ,6, 275.00 , 4.00 ,0,0,ventas,bajo,Si
 0.76 , 0.83 ,5, 227.00 , 5.00 ,0,0,ventas,bajo,Si
 0.11 , 0.96 ,7, 277.00 , 5.00 ,0,0,ventas,bajo,Si
 0.37 , 0.49 ,2, 151.00 , 3.00 ,0,0,ventas,bajo,Si
 0.10 , 0.79 ,6, 274.00 , 4.00 ,0,0,ventas,bajo,Si
 0.77 , 0.87 ,4, 242.00 , 6.00 ,0,0,ventas,bajo,Si
 0.42 , 0.54 ,2, 143.00 , 3.00 ,1,0,ventas,bajo,Si
 0.38 , 0.52 ,2, 145.00 , 3.00 ,0,0,ventas,bajo,Si
 0.32 , 0.95 ,5, 172.00 , 2.00 ,0,0,ventas,bajo,Si
 0.38 , 0.49 ,2, 135.00 , 3.00 ,0,0,contabilidad,bajo,Si
 0.19 , 1.00 ,4, 192.00 , 4.00 ,0,0,contabilidad,bajo,Si
 0.10 , 0.83 ,7, 276.00 , 4.00 ,0,0,contabilidad,bajo,Si
 0.76 , 0.88 ,4, 206.00 , 4.00 ,0,0,recursos_humanos,intermedio,Si
 0.53 , 0.56 ,4, 281.00 , 6.00 ,0,0,recursos_humanos,intermedio,Si
 0.39 , 0.51 ,2, 151.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.11 , 0.83 ,6, 244.00 , 4.00 ,0,0,recursos_humanos,intermedio,Si
 0.10 , 0.94 ,6, 309.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.84 , 1.00 ,5, 218.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.82 , 0.99 ,4, 263.00 , 6.00 ,0,0,tecnico,intermedio,Si
 0.10 , 0.82 ,6, 244.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.59 , 0.49 ,7, 263.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.44 , 0.48 ,2, 143.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.89 , 0.95 ,2, 181.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.91 , 0.84 ,5, 265.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.66 , 0.57 ,5, 161.00 , 5.00 ,0,0,tecnico,alto,Si
 0.11 , 0.87 ,7, 282.00 , 5.00 ,0,0,tecnico,bajo,Si
 0.43 , 0.51 ,2, 155.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.78 , 0.83 ,4, 217.00 , 6.00 ,0,0,soporte,intermedio,Si
 0.11 , 0.97 ,6, 289.00 , 5.00 ,0,0,soporte,intermedio,Si
 0.83 , 0.98 ,4, 259.00 , 5.00 ,0,0,soporte,intermedio,Si
 0.39 , 0.54 ,2, 158.00 , 3.00 ,0,0,soporte,bajo,Si
 0.38 , 0.55 ,2, 158.00 , 3.00 ,0,0,soporte,bajo,Si
 0.37 , 0.57 ,2, 155.00 , 3.00 ,0,0,soporte,bajo,Si
 0.44 , 0.48 ,2, 146.00 , 3.00 ,0,0,soporte,bajo,Si
 0.53 , 0.85 ,2, 164.00 , 5.00 ,0,0,soporte,bajo,Si
 0.09 , 0.96 ,6, 259.00 , 4.00 ,0,0,soporte,bajo,Si
 0.11 , 0.89 ,6, 293.00 , 4.00 ,0,0,soporte,bajo,Si
 0.83 , 0.96 ,5, 275.00 , 5.00 ,0,0,soporte,bajo,Si
 0.88 , 1.00 ,5, 219.00 , 6.00 ,1,0,tecnico,bajo,Si
 0.10 , 0.89 ,6, 247.00 , 4.00 ,0,0,tecnico,bajo,Si
 0.09 , 0.86 ,7, 309.00 , 4.00 ,0,0,tecnico,bajo,Si
 0.44 , 0.54 ,2, 151.00 , 3.00 ,0,0,gerencia,bajo,Si
 0.39 , 0.51 ,2, 129.00 , 3.00 ,0,0,IT,bajo,Si
 0.87 , 0.94 ,4, 274.00 , 5.00 ,0,0,IT,bajo,Si
 0.74 , 0.99 ,4, 233.00 , 5.00 ,0,0,IT,bajo,Si
 0.10 , 0.95 ,7, 289.00 , 4.00 ,0,0,IT,bajo,Si
 0.74 , 0.82 ,4, 239.00 , 6.00 ,0,0,IT,bajo,Si
 0.75 , 0.99 ,5, 221.00 , 5.00 ,0,0,producto,bajo,Si
 0.41 , 0.56 ,2, 150.00 , 3.00 ,0,0,producto,bajo,Si
 0.41 , 0.45 ,2, 144.00 , 3.00 ,1,0,producto,bajo,Si
 0.09 , 0.90 ,7, 289.00 , 4.00 ,0,0,producto,bajo,Si
 0.09 , 0.80 ,6, 301.00 , 5.00 ,0,0,IT,intermedio,Si
 0.39 , 0.57 ,2, 145.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.40 , 0.56 ,2, 137.00 , 3.00 ,0,0,contabilidad,intermedio,Si
 0.37 , 0.54 ,2, 131.00 , 3.00 ,1,0,recursos_humanos,intermedio,Si
 0.10 , 0.84 ,6, 246.00 , 4.00 ,0,0,recursos_humanos,intermedio,Si
 0.43 , 0.51 ,2, 136.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.75 , 0.85 ,5, 240.00 , 6.00 ,1,0,marketing,intermedio,Si
 0.37 , 0.56 ,2, 156.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.11 , 0.85 ,6, 305.00 , 4.00 ,0,0,contabilidad,intermedio,Si
 0.45 , 0.45 ,2, 154.00 , 3.00 ,1,0,soporte,intermedio,Si
 0.87 , 1.00 ,5, 261.00 , 5.00 ,1,0,tecnico,intermedio,Si
 0.11 , 0.94 ,7, 244.00 , 4.00 ,0,0,gerencia,intermedio,Si
 0.45 , 0.54 ,2, 129.00 , 3.00 ,0,0,marketing,alto,Si
 0.81 , 0.87 ,4, 254.00 , 5.00 ,0,0,marketing,bajo,Si
 0.77 , 0.91 ,5, 236.00 , 5.00 ,0,0,marketing,intermedio,Si
 0.89 , 0.92 ,5, 237.00 , 5.00 ,0,0,ventas,intermedio,Si
 0.43 , 0.49 ,2, 135.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.78 , 1.00 ,5, 236.00 , 5.00 ,0,0,ventas,intermedio,Si
 0.37 , 0.47 ,2, 149.00 , 3.00 ,0,0,ventas,bajo,Si
 0.37 , 0.50 ,2, 141.00 , 3.00 ,0,0,ventas,bajo,Si
 0.85 , 0.82 ,4, 270.00 , 5.00 ,0,0,ventas,bajo,Si
 0.41 , 0.47 ,2, 138.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.96 ,6, 298.00 , 4.00 ,0,0,ventas,bajo,Si
 0.75 , 0.99 ,5, 254.00 , 5.00 ,0,0,ventas,bajo,Si
 0.82 , 0.85 ,5, 248.00 , 5.00 ,0,0,ventas,bajo,Si
 0.79 , 1.00 ,5, 257.00 , 6.00 ,0,0,ventas,bajo,Si
 0.43 , 0.53 ,2, 150.00 , 3.00 ,0,0,ventas,bajo,Si
 0.10 , 0.90 ,7, 281.00 , 4.00 ,0,0,ventas,bajo,Si
 0.46 , 0.48 ,2, 141.00 , 3.00 ,1,0,ventas,bajo,Si
 0.43 , 0.57 ,2, 157.00 , 3.00 ,0,0,ventas,bajo,Si
 0.43 , 0.55 ,2, 136.00 , 3.00 ,0,0,ventas,bajo,Si
 0.11 , 0.80 ,7, 296.00 , 4.00 ,0,0,ventas,bajo,Si
 0.09 , 0.86 ,6, 279.00 , 4.00 ,0,0,ventas,bajo,Si
 0.37 , 0.53 ,2, 131.00 , 3.00 ,0,0,ventas,bajo,Si
 0.40 , 0.57 ,2, 160.00 , 3.00 ,0,0,contabilidad,bajo,Si
 0.10 , 0.77 ,7, 291.00 , 4.00 ,0,0,contabilidad,bajo,Si
 0.41 , 0.53 ,2, 157.00 , 3.00 ,0,0,contabilidad,bajo,Si
 0.79 , 0.58 ,3, 294.00 , 4.00 ,0,0,recursos_humanos,bajo,Si
 0.11 , 0.79 ,7, 310.00 , 4.00 ,0,0,recursos_humanos,bajo,Si
 0.10 , 0.97 ,6, 282.00 , 4.00 ,0,0,recursos_humanos,intermedio,Si
 0.44 , 0.51 ,2, 134.00 , 3.00 ,0,0,recursos_humanos,intermedio,Si
 0.25 , 0.46 ,4, 214.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.44 , 0.52 ,2, 137.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.73 , 1.00 ,4, 252.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.75 , 0.97 ,5, 243.00 , 6.00 ,0,0,tecnico,intermedio,Si
 0.36 , 0.47 ,2, 148.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.37 , 0.49 ,2, 151.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.39 , 0.49 ,2, 129.00 , 3.00 ,0,0,tecnico,intermedio,Si
 0.48 , 0.78 ,2, 198.00 , 2.00 ,0,0,tecnico,intermedio,Si
 0.57 , 0.72 ,4, 275.00 , 6.00 ,0,0,tecnico,intermedio,Si
 0.90 , 0.96 ,5, 243.00 , 5.00 ,0,0,tecnico,intermedio,Si
 0.39 , 0.55 ,2, 159.00 , 3.00 ,0,0,tecnico,alto,Si
 0.44 , 0.51 ,2, 145.00 , 3.00 ,0,0,soporte,bajo,Si
 0.81 , 0.88 ,5, 242.00 , 5.00 ,0,0,soporte,intermedio,Si
 0.74 , 0.87 ,5, 242.00 , 5.00 ,0,0,soporte,intermedio,Si
 0.44 , 0.56 ,2, 145.00 , 3.00 ,0,0,soporte,intermedio,Si
 0.41 , 0.56 ,2, 154.00 , 3.00 ,0,1,soporte,intermedio,Si
 0.40 , 0.51 ,2, 139.00 , 3.00 ,0,0,soporte,bajo,Si
 0.46 , 0.57 ,2, 152.00 , 3.00 ,0,0,soporte,bajo,Si
 0.80 , 0.83 ,2, 211.00 , 3.00 ,0,0,soporte,bajo,Si
 0.87 , 0.90 ,5, 258.00 , 5.00 ,0,0,soporte,bajo,Si
 0.39 , 0.54 ,2, 155.00 , 3.00 ,0,0,soporte,bajo,Si
 0.38 , 0.55 ,2, 148.00 , 3.00 ,0,0,soporte,bajo,Si
 0.66 , 0.67 ,2, 255.00 , 3.00 ,0,0,tecnico,bajo,Si
 0.10 , 0.80 ,6, 264.00 , 4.00 ,0,0,tecnico,bajo,Si
 0.37 , 0.54 ,2, 132.00 , 3.00 ,0,0,tecnico,bajo,Si
 0.10 , 0.77 ,6, 255.00 , 4.00 ,0,0,gerencia,bajo,Si
 0.09 , 0.87 ,5, 263.00 , 4.00 ,0,0,IT,bajo,Si
 0.86 , 0.84 ,5, 222.00 , 5.00 ,0,0,IT,bajo,Si
 0.11 , 0.90 ,6, 263.00 , 4.00 ,0,0,IT,bajo,Si
 0.37 , 0.46 ,2, 157.00 , 3.00 ,0,0,IT,bajo,Si
 0.11 , 0.92 ,7, 307.00 , 4.00 ,0,0,IT,bajo,Si
 0.77 , 0.98 ,5, 259.00 , 6.00 ,0,0,producto,bajo,Si
 0.84 , 0.94 ,5, 222.00 , 6.00 ,0,0,producto,bajo,Si
 0.10 , 0.84 ,7, 250.00 , 4.00 ,0,0,producto,bajo,Si
 0.83 , 0.90 ,5, 245.00 , 5.00 ,0,0,producto,bajo,Si
 0.11 , 0.79 ,6, 292.00 , 4.00 ,0,0,IT,bajo,Si
 0.86 , 0.92 ,5, 252.00 , 5.00 ,0,0,laboratorio,bajo,Si
 0.38 , 0.56 ,2, 161.00 , 3.00 ,0,0,laboratorio,intermedio,Si
 0.11 , 0.88 ,5, 250.00 , 4.00 ,0,0,laboratorio,intermedio,Si
 0.45 , 0.49 ,2, 134.00 , 3.00 ,0,0,laboratorio,intermedio,Si
 0.10 , 0.85 ,7, 279.00 , 4.00 ,0,0,laboratorio,intermedio,Si
 0.09 , 0.95 ,7, 256.00 , 4.00 ,0,0,marketing,intermedio,Si
 0.39 , 0.53 ,2, 127.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.37 , 0.47 ,2, 138.00 , 3.00 ,1,0,contabilidad,intermedio,Si
 0.81 , 0.97 ,5, 243.00 , 5.00 ,0,0,soporte,intermedio,Si
 0.09 , 0.90 ,7, 296.00 , 4.00 ,0,0,tecnico,intermedio,Si
 0.10 , 0.88 ,7, 267.00 , 4.00 ,0,0,gerencia,intermedio,Si
 0.39 , 0.49 ,2, 144.00 , 3.00 ,0,0,marketing,intermedio,Si
 0.83 , 0.95 ,4, 251.00 , 5.00 ,0,0,marketing,intermedio,Si
 0.45 , 0.57 ,2, 148.00 , 3.00 ,0,0,marketing,alto,Si
 0.43 , 0.51 ,2, 141.00 , 3.00 ,0,0,ventas,bajo,Si
 0.80 , 0.75 ,3, 268.00 , 2.00 ,0,0,ventas,intermedio,Si
 0.10 , 0.86 ,6, 247.00 , 4.00 ,0,0,ventas,intermedio,Si
 0.10 , 0.55 ,2, 247.00 , 4.00 ,0,0,ventas,intermedio,Si
 0.36 , 0.52 ,2, 146.00 , 3.00 ,0,0,ventas,intermedio,Si
 0.38 , 0.50 ,2, 140.00 , 3.00 ,0,0,ventas,bajo,Si
 0.78 , 0.98 ,5, 263.00 , 6.00 ,0,0,ventas,bajo,Si
 0.44 , 0.49 ,2, 145.00 , 3.00 ,0,0,ventas,bajo,Si
 0.41 , 0.46 ,2, 156.00 , 3.00 ,1,0,ventas,bajo,Si
 0.72 , 0.85 ,5, 244.00 , 6.00 ,0,0,ventas,bajo,Si
 0.46 , 0.54 ,2, 144.00 , 3.00 ,0,0,ventas,bajo,Si
 0.10 , 0.90 ,7, 286.00 , 4.00 ,0,0,ventas,bajo,Si
 0.34 , 0.67 ,4, 141.00 , 2.00 ,0,0,ventas,bajo,Si
 0.11 , 0.89 ,6, 260.00 , 5.00 ,0,0,ventas,bajo,Si
 0.38 , 0.56 ,2, 154.00 , 3.00 ,0,0,ventas,bajo,Si
